bucket,category,type,size_bytes,path
png,png/ui/kenney_game_icons/PNG,png,15421,png/ui/kenney_game_icons/PNG/White/2x/video.png
png,png/ui/kenney_game_icons/PNG,png,15751,png/ui/kenney_game_icons/PNG/White/2x/warning.png
png,png/ui/kenney_game_icons/PNG,png,15771,png/ui/kenney_game_icons/PNG/White/2x/wrench.png
png,png/ui/kenney_game_icons/PNG,png,15871,png/ui/kenney_game_icons/PNG/White/2x/zoom.png
png,png/ui/kenney_game_icons/PNG,png,15922,png/ui/kenney_game_icons/PNG/White/2x/zoomDefault.png
png,png/ui/kenney_game_icons/PNG,png,15939,png/ui/kenney_game_icons/PNG/White/2x/zoomIn.png
png,png/ui/kenney_game_icons/PNG,png,15908,png/ui/kenney_game_icons/PNG/White/2x/zoomOut.png
png,png/ui/kenney_game_icons/Spritesheet,png,22798,png/ui/kenney_game_icons/Spritesheet/sheet_black1x.png
png,png/ui/kenney_game_icons/Spritesheet,xml,7728,png/ui/kenney_game_icons/Spritesheet/sheet_black1x.xml
png,png/ui/kenney_game_icons/Spritesheet,png,52634,png/ui/kenney_game_icons/Spritesheet/sheet_black2x.png
png,png/ui/kenney_game_icons/Spritesheet,xml,8010,png/ui/kenney_game_icons/Spritesheet/sheet_black2x.xml
png,png/ui/kenney_game_icons/Spritesheet,png,25080,png/ui/kenney_game_icons/Spritesheet/sheet_white1x.png
png,png/ui/kenney_game_icons/Spritesheet,xml,7728,png/ui/kenney_game_icons/Spritesheet/sheet_white1x.xml
png,png/ui/kenney_game_icons/Spritesheet,png,58358,png/ui/kenney_game_icons/Spritesheet/sheet_white2x.png
png,png/ui/kenney_game_icons/Spritesheet,xml,8010,png/ui/kenney_game_icons/Spritesheet/sheet_white2x.xml
png,png/ui/kenney_game_icons/Vector,svg,58046,png/ui/kenney_game_icons/Vector/vector_blackIcons.svg
png,png/ui/kenney_game_icons/Vector,svg,58046,png/ui/kenney_game_icons/Vector/vector_whiteIcons.svg
glb,glb/buildings/fantasy_town/Textures,png,11143,glb/buildings/fantasy_town/Textures/colormap.png
glb,glb/buildings/fantasy_town/balcony-wall-fence.glb,glb,11236,glb/buildings/fantasy_town/balcony-wall-fence.glb
glb,glb/buildings/fantasy_town/balcony-wall.glb,glb,7424,glb/buildings/fantasy_town/balcony-wall.glb
glb,glb/buildings/fantasy_town/chimney-base.glb,glb,8408,glb/buildings/fantasy_town/chimney-base.glb
glb,glb/buildings/fantasy_town/chimney-top.glb,glb,7896,glb/buildings/fantasy_town/chimney-top.glb
glb,glb/buildings/fantasy_town/chimney.glb,glb,4656,glb/buildings/fantasy_town/chimney.glb
glb,glb/buildings/fantasy_town/overhang.glb,glb,7648,glb/buildings/fantasy_town/overhang.glb
glb,glb/buildings/fantasy_town/pillar-stone.glb,glb,11324,glb/buildings/fantasy_town/pillar-stone.glb
glb,glb/buildings/fantasy_town/pillar-wood.glb,glb,5312,glb/buildings/fantasy_town/pillar-wood.glb
glb,glb/buildings/fantasy_town/planks-half.glb,glb,10164,glb/buildings/fantasy_town/planks-half.glb
glb,glb/buildings/fantasy_town/planks-opening.glb,glb,16360,glb/buildings/fantasy_town/planks-opening.glb
glb,glb/buildings/fantasy_town/planks.glb,glb,11148,glb/buildings/fantasy_town/planks.glb
glb,glb/buildings/fantasy_town/poles-horizontal.glb,glb,5660,glb/buildings/fantasy_town/poles-horizontal.glb
glb,glb/buildings/fantasy_town/poles.glb,glb,4212,glb/buildings/fantasy_town/poles.glb
glb,glb/buildings/fantasy_town/roof-corner-inner.glb,glb,4464,glb/buildings/fantasy_town/roof-corner-inner.glb
glb,glb/buildings/fantasy_town/roof-corner-round.glb,glb,5836,glb/buildings/fantasy_town/roof-corner-round.glb
glb,glb/buildings/fantasy_town/roof-corner.glb,glb,4996,glb/buildings/fantasy_town/roof-corner.glb
glb,glb/buildings/fantasy_town/roof-flat.glb,glb,3448,glb/buildings/fantasy_town/roof-flat.glb
glb,glb/buildings/fantasy_town/roof-gable-detail.glb,glb,12028,glb/buildings/fantasy_town/roof-gable-detail.glb
glb,glb/buildings/fantasy_town/roof-gable-end.glb,glb,6056,glb/buildings/fantasy_town/roof-gable-end.glb
glb,glb/buildings/fantasy_town/roof-gable-top.glb,glb,6572,glb/buildings/fantasy_town/roof-gable-top.glb
glb,glb/buildings/fantasy_town/roof-gable.glb,glb,7632,glb/buildings/fantasy_town/roof-gable.glb
glb,glb/buildings/fantasy_town/roof-high-corner-round.glb,glb,6056,glb/buildings/fantasy_town/roof-high-corner-round.glb
glb,glb/buildings/fantasy_town/roof-high-corner.glb,glb,5008,glb/buildings/fantasy_town/roof-high-corner.glb
glb,glb/buildings/fantasy_town/roof-high-cornerinner.glb,glb,4284,glb/buildings/fantasy_town/roof-high-cornerinner.glb
glb,glb/buildings/fantasy_town/roof-high-flat.glb,glb,3464,glb/buildings/fantasy_town/roof-high-flat.glb
glb,glb/buildings/fantasy_town/roof-high-gable-detail.glb,glb,12840,glb/buildings/fantasy_town/roof-high-gable-detail.glb
glb,glb/buildings/fantasy_town/roof-high-gable-end.glb,glb,6268,glb/buildings/fantasy_town/roof-high-gable-end.glb
glb,glb/buildings/fantasy_town/roof-high-gable-top.glb,glb,6568,glb/buildings/fantasy_town/roof-high-gable-top.glb
glb,glb/buildings/fantasy_town/roof-high-gable.glb,glb,7456,glb/buildings/fantasy_town/roof-high-gable.glb
glb,glb/buildings/fantasy_town/roof-high-left.glb,glb,11376,glb/buildings/fantasy_town/roof-high-left.glb
glb,glb/buildings/fantasy_town/roof-high-point.glb,glb,6192,glb/buildings/fantasy_town/roof-high-point.glb
glb,glb/buildings/fantasy_town/roof-high-right.glb,glb,10996,glb/buildings/fantasy_town/roof-high-right.glb
glb,glb/buildings/fantasy_town/roof-high-window.glb,glb,20732,glb/buildings/fantasy_town/roof-high-window.glb
glb,glb/buildings/fantasy_town/roof-high.glb,glb,8088,glb/buildings/fantasy_town/roof-high.glb
glb,glb/buildings/fantasy_town/roof-left.glb,glb,12904,glb/buildings/fantasy_town/roof-left.glb
glb,glb/buildings/fantasy_town/roof-point.glb,glb,6180,glb/buildings/fantasy_town/roof-point.glb
glb,glb/buildings/fantasy_town/roof-right.glb,glb,13004,glb/buildings/fantasy_town/roof-right.glb
glb,glb/buildings/fantasy_town/roof-window.glb,glb,15524,glb/buildings/fantasy_town/roof-window.glb
glb,glb/buildings/fantasy_town/roof.glb,glb,9324,glb/buildings/fantasy_town/roof.glb
glb,glb/buildings/fantasy_town/stairs-full-corner-inner.glb,glb,8304,glb/buildings/fantasy_town/stairs-full-corner-inner.glb
glb,glb/buildings/fantasy_town/stairs-full-corner-outer.glb,glb,9440,glb/buildings/fantasy_town/stairs-full-corner-outer.glb
glb,glb/buildings/fantasy_town/stairs-full.glb,glb,7064,glb/buildings/fantasy_town/stairs-full.glb
glb,glb/buildings/fantasy_town/stairs-stone-corner.glb,glb,12792,glb/buildings/fantasy_town/stairs-stone-corner.glb
glb,glb/buildings/fantasy_town/stairs-stone-handrail.glb,glb,23428,glb/buildings/fantasy_town/stairs-stone-handrail.glb
glb,glb/buildings/fantasy_town/stairs-stone-round.glb,glb,17840,glb/buildings/fantasy_town/stairs-stone-round.glb
glb,glb/buildings/fantasy_town/stairs-stone.glb,glb,12172,glb/buildings/fantasy_town/stairs-stone.glb
glb,glb/buildings/fantasy_town/stairs-wide-stone-handrail.glb,glb,23440,glb/buildings/fantasy_town/stairs-wide-stone-handrail.glb
glb,glb/buildings/fantasy_town/stairs-wide-stone.glb,glb,12188,glb/buildings/fantasy_town/stairs-wide-stone.glb
glb,glb/buildings/fantasy_town/stairs-wide-wood-handrail.glb,glb,43904,glb/buildings/fantasy_town/stairs-wide-wood-handrail.glb
glb,glb/buildings/fantasy_town/stairs-wide-wood.glb,glb,33060,glb/buildings/fantasy_town/stairs-wide-wood.glb
glb,glb/buildings/fantasy_town/stairs-wood-handrail.glb,glb,44228,glb/buildings/fantasy_town/stairs-wood-handrail.glb
glb,glb/buildings/fantasy_town/stairs-wood.glb,glb,33384,glb/buildings/fantasy_town/stairs-wood.glb
glb,glb/buildings/fantasy_town/wall-arch-top-detail.glb,glb,16076,glb/buildings/fantasy_town/wall-arch-top-detail.glb
glb,glb/buildings/fantasy_town/wall-arch-top.glb,glb,12876,glb/buildings/fantasy_town/wall-arch-top.glb
glb,glb/buildings/fantasy_town/wall-arch.glb,glb,4840,glb/buildings/fantasy_town/wall-arch.glb
glb,glb/buildings/fantasy_town/wall-block-half.glb,glb,8564,glb/buildings/fantasy_town/wall-block-half.glb
glb,glb/buildings/fantasy_town/wall-block.glb,glb,8532,glb/buildings/fantasy_town/wall-block.glb
glb,glb/buildings/fantasy_town/wall-broken.glb,glb,16904,glb/buildings/fantasy_town/wall-broken.glb
glb,glb/buildings/fantasy_town/wall-corner-detail.glb,glb,15748,glb/buildings/fantasy_town/wall-corner-detail.glb
glb,glb/buildings/fantasy_town/wall-corner-diagonal-half.glb,glb,4788,glb/buildings/fantasy_town/wall-corner-diagonal-half.glb
glb,glb/buildings/fantasy_town/wall-corner-diagonal.glb,glb,6032,glb/buildings/fantasy_town/wall-corner-diagonal.glb
glb,glb/buildings/fantasy_town/wall-corner-edge.glb,glb,5416,glb/buildings/fantasy_town/wall-corner-edge.glb
glb,glb/buildings/fantasy_town/wall-corner.glb,glb,6788,glb/buildings/fantasy_town/wall-corner.glb
glb,glb/buildings/fantasy_town/wall-curved.glb,glb,11432,glb/buildings/fantasy_town/wall-curved.glb
glb,glb/buildings/fantasy_town/wall-detail-cross.glb,glb,8464,glb/buildings/fantasy_town/wall-detail-cross.glb
glb,glb/buildings/fantasy_town/wall-detail-diagonal.glb,glb,6672,glb/buildings/fantasy_town/wall-detail-diagonal.glb
glb,glb/buildings/fantasy_town/wall-detail-horizontal.glb,glb,6240,glb/buildings/fantasy_town/wall-detail-horizontal.glb
glb,glb/buildings/fantasy_town/wall-diagonal.glb,glb,5212,glb/buildings/fantasy_town/wall-diagonal.glb
glb,glb/buildings/fantasy_town/wall-door.glb,glb,29276,glb/buildings/fantasy_town/wall-door.glb
glb,glb/buildings/fantasy_town/wall-doorway-base.glb,glb,8028,glb/buildings/fantasy_town/wall-doorway-base.glb
glb,glb/buildings/fantasy_town/wall-doorway-round.glb,glb,13332,glb/buildings/fantasy_town/wall-doorway-round.glb
glb,glb/buildings/fantasy_town/wall-doorway-square-wide-curved.glb,glb,14316,glb/buildings/fantasy_town/wall-doorway-square-wide-curved.glb
glb,glb/buildings/fantasy_town/wall-doorway-square-wide.glb,glb,5864,glb/buildings/fantasy_town/wall-doorway-square-wide.glb
glb,glb/buildings/fantasy_town/wall-doorway-square.glb,glb,7844,glb/buildings/fantasy_town/wall-doorway-square.glb
glb,glb/buildings/fantasy_town/wall-half.glb,glb,4808,glb/buildings/fantasy_town/wall-half.glb
glb,glb/buildings/fantasy_town/wall-rounded.glb,glb,12616,glb/buildings/fantasy_town/wall-rounded.glb
glb,glb/buildings/fantasy_town/wall-side.glb,glb,3852,glb/buildings/fantasy_town/wall-side.glb
glb,glb/buildings/fantasy_town/wall-slope.glb,glb,4812,glb/buildings/fantasy_town/wall-slope.glb
glb,glb/buildings/fantasy_town/wall-window-glass.glb,glb,15708,glb/buildings/fantasy_town/wall-window-glass.glb
glb,glb/buildings/fantasy_town/wall-window-round.glb,glb,22356,glb/buildings/fantasy_town/wall-window-round.glb
glb,glb/buildings/fantasy_town/wall-window-shutters.glb,glb,23892,glb/buildings/fantasy_town/wall-window-shutters.glb
glb,glb/buildings/fantasy_town/wall-window-small.glb,glb,9376,glb/buildings/fantasy_town/wall-window-small.glb
glb,glb/buildings/fantasy_town/wall-window-stone.glb,glb,12484,glb/buildings/fantasy_town/wall-window-stone.glb
glb,glb/buildings/fantasy_town/wall-wood-arch-top-detail.glb,glb,16092,glb/buildings/fantasy_town/wall-wood-arch-top-detail.glb
glb,glb/buildings/fantasy_town/wall-wood-arch-top.glb,glb,12892,glb/buildings/fantasy_town/wall-wood-arch-top.glb
glb,glb/buildings/fantasy_town/wall-wood-arch.glb,glb,4856,glb/buildings/fantasy_town/wall-wood-arch.glb
glb,glb/buildings/fantasy_town/wall-wood-block-half.glb,glb,8580,glb/buildings/fantasy_town/wall-wood-block-half.glb
glb,glb/buildings/fantasy_town/wall-wood-block.glb,glb,8548,glb/buildings/fantasy_town/wall-wood-block.glb
glb,glb/buildings/fantasy_town/wall-wood-broken.glb,glb,16344,glb/buildings/fantasy_town/wall-wood-broken.glb
glb,glb/buildings/fantasy_town/wall-wood-corner-diagonal-half.glb,glb,4804,glb/buildings/fantasy_town/wall-wood-corner-diagonal-half.glb
glb,glb/buildings/fantasy_town/wall-wood-corner-diagonal.glb,glb,6048,glb/buildings/fantasy_town/wall-wood-corner-diagonal.glb
glb,glb/buildings/fantasy_town/wall-wood-corner-edge.glb,glb,5432,glb/buildings/fantasy_town/wall-wood-corner-edge.glb
glb,glb/buildings/fantasy_town/wall-wood-corner.glb,glb,6804,glb/buildings/fantasy_town/wall-wood-corner.glb
glb,glb/buildings/fantasy_town/wall-wood-curved.glb,glb,11444,glb/buildings/fantasy_town/wall-wood-curved.glb
glb,glb/buildings/fantasy_town/wall-wood-detail-cross.glb,glb,8480,glb/buildings/fantasy_town/wall-wood-detail-cross.glb
glb,glb/buildings/fantasy_town/wall-wood-detail-diagonal.glb,glb,6684,glb/buildings/fantasy_town/wall-wood-detail-diagonal.glb
glb,glb/buildings/fantasy_town/wall-wood-detail-horizontal.glb,glb,6256,glb/buildings/fantasy_town/wall-wood-detail-horizontal.glb
glb,glb/buildings/fantasy_town/wall-wood-diagonal.glb,glb,5228,glb/buildings/fantasy_town/wall-wood-diagonal.glb
glb,glb/buildings/fantasy_town/wall-wood-door.glb,glb,30744,glb/buildings/fantasy_town/wall-wood-door.glb
glb,glb/buildings/fantasy_town/wall-wood-doorway-base.glb,glb,8044,glb/buildings/fantasy_town/wall-wood-doorway-base.glb
glb,glb/buildings/fantasy_town/wall-wood-doorway-round.glb,glb,15068,glb/buildings/fantasy_town/wall-wood-doorway-round.glb
glb,glb/buildings/fantasy_town/wall-wood-doorway-square-wide-curved.glb,glb,14332,glb/buildings/fantasy_town/wall-wood-doorway-square-wide-curved.glb
glb,glb/buildings/fantasy_town/wall-wood-doorway-square-wide.glb,glb,5876,glb/buildings/fantasy_town/wall-wood-doorway-square-wide.glb
glb,glb/buildings/fantasy_town/wall-wood-doorway-square.glb,glb,8664,glb/buildings/fantasy_town/wall-wood-doorway-square.glb
glb,glb/buildings/fantasy_town/wall-wood-half.glb,glb,4824,glb/buildings/fantasy_town/wall-wood-half.glb
glb,glb/buildings/fantasy_town/wall-wood-rounded.glb,glb,12632,glb/buildings/fantasy_town/wall-wood-rounded.glb
glb,glb/buildings/fantasy_town/wall-wood-side.glb,glb,3868,glb/buildings/fantasy_town/wall-wood-side.glb
glb,glb/buildings/fantasy_town/wall-wood-slope.glb,glb,8544,glb/buildings/fantasy_town/wall-wood-slope.glb
glb,glb/buildings/fantasy_town/wall-wood-window-glass.glb,glb,11184,glb/buildings/fantasy_town/wall-wood-window-glass.glb
glb,glb/buildings/fantasy_town/wall-wood-window-round.glb,glb,23636,glb/buildings/fantasy_town/wall-wood-window-round.glb
glb,glb/buildings/fantasy_town/wall-wood-window-shutters.glb,glb,10612,glb/buildings/fantasy_town/wall-wood-window-shutters.glb
glb,glb/buildings/fantasy_town/wall-wood-window-small.glb,glb,11808,glb/buildings/fantasy_town/wall-wood-window-small.glb
glb,glb/buildings/fantasy_town/wall-wood-window-stone.glb,glb,16844,glb/buildings/fantasy_town/wall-wood-window-stone.glb
glb,glb/buildings/fantasy_town/wall-wood.glb,glb,4808,glb/buildings/fantasy_town/wall-wood.glb
glb,glb/buildings/fantasy_town/wall.glb,glb,4792,glb/buildings/fantasy_town/wall.glb
glb,glb/buildings/fantasy_town/watermill-wide.glb,glb,53872,glb/buildings/fantasy_town/watermill-wide.glb
glb,glb/buildings/fantasy_town/watermill.glb,glb,53856,glb/buildings/fantasy_town/watermill.glb
glb,glb/buildings/fantasy_town/wheel.glb,glb,17184,glb/buildings/fantasy_town/wheel.glb
glb,glb/buildings/fantasy_town/windmill.glb,glb,71160,glb/buildings/fantasy_town/windmill.glb
glb,glb/characters/adventurers/Barbarian.glb,glb,386648,glb/characters/adventurers/Barbarian.glb
glb,glb/characters/adventurers/Knight.glb,glb,341688,glb/characters/adventurers/Knight.glb
glb,glb/characters/adventurers/Mage.glb,glb,352472,glb/characters/adventurers/Mage.glb
glb,glb/characters/adventurers/Ranger.glb,glb,484712,glb/characters/adventurers/Ranger.glb
glb,glb/characters/adventurers/Rogue.glb,glb,409188,glb/characters/adventurers/Rogue.glb
glb,glb/characters/adventurers/Rogue_Hooded.glb,glb,381432,glb/characters/adventurers/Rogue_Hooded.glb
glb,glb/characters/adventurers/barbarian_texture.png,png,14424,glb/characters/adventurers/barbarian_texture.png
glb,glb/characters/adventurers/knight_texture.png,png,12914,glb/characters/adventurers/knight_texture.png
glb,glb/characters/adventurers/mage_texture.png,png,14740,glb/characters/adventurers/mage_texture.png
glb,glb/characters/adventurers/ranger_texture.png,png,13248,glb/characters/adventurers/ranger_texture.png
glb,glb/characters/adventurers/rogue_texture.png,png,15026,glb/characters/adventurers/rogue_texture.png
glb,glb/characters/animations/Rig_Medium_General.glb,glb,828240,glb/characters/animations/Rig_Medium_General.glb
glb,glb/characters/animations/Rig_Medium_MovementBasic.glb,glb,689624,glb/characters/animations/Rig_Medium_MovementBasic.glb
glb,glb/environment/fences/Textures,png,11143,glb/environment/fences/Textures/colormap.png
glb,glb/environment/fences/fence-broken.glb,glb,11960,glb/environment/fences/fence-broken.glb
glb,glb/environment/fences/fence-curved.glb,glb,25408,glb/environment/fences/fence-curved.glb
glb,glb/environment/fences/fence-gate.glb,glb,46340,glb/environment/fences/fence-gate.glb
glb,glb/environment/fences/fence.glb,glb,7672,glb/environment/fences/fence.glb
glb,glb/environment/roads/Textures,png,11143,glb/environment/roads/Textures/colormap.png
glb,glb/environment/roads/road-bend.glb,glb,25044,glb/environment/roads/road-bend.glb
glb,glb/environment/roads/road-corner-inner.glb,glb,13552,glb/environment/roads/road-corner-inner.glb
glb,glb/environment/roads/road-corner.glb,glb,13736,glb/environment/roads/road-corner.glb
glb,glb/environment/roads/road-curb-end.glb,glb,4828,glb/environment/roads/road-curb-end.glb
glb,glb/environment/roads/road-curb.glb,glb,2804,glb/environment/roads/road-curb.glb
glb,glb/environment/roads/road-edge-slope.glb,glb,5724,glb/environment/roads/road-edge-slope.glb
glb,glb/environment/roads/road-edge.glb,glb,4912,glb/environment/roads/road-edge.glb
glb,glb/environment/roads/road-slope.glb,glb,2820,glb/environment/roads/road-slope.glb
glb,glb/environment/roads/road.glb,glb,2788,glb/environment/roads/road.glb
glb,glb/environment/rocks/Textures,png,11143,glb/environment/rocks/Textures/colormap.png
glb,glb/environment/rocks/rock-large.glb,glb,18876,glb/environment/rocks/rock-large.glb
glb,glb/environment/rocks/rock-small.glb,glb,12620,glb/environment/rocks/rock-small.glb
glb,glb/environment/rocks/rock-wide.glb,glb,15172,glb/environment/rocks/rock-wide.glb
glb,glb/environment/shrubbery/Textures,png,11143,glb/environment/shrubbery/Textures/colormap.png
glb,glb/environment/shrubbery/hedge-curved.glb,glb,26312,glb/environment/shrubbery/hedge-curved.glb
glb,glb/environment/shrubbery/hedge-gate.glb,glb,8432,glb/environment/shrubbery/hedge-gate.glb
glb,glb/environment/shrubbery/hedge-large-curved.glb,glb,25024,glb/environment/shrubbery/hedge-large-curved.glb
glb,glb/environment/shrubbery/hedge-large-gate.glb,glb,18072,glb/environment/shrubbery/hedge-large-gate.glb
glb,glb/environment/shrubbery/hedge-large.glb,glb,9568,glb/environment/shrubbery/hedge-large.glb
glb,glb/environment/shrubbery/hedge.glb,glb,6524,glb/environment/shrubbery/hedge.glb
glb,glb/environment/trees/Textures,png,11143,glb/environment/trees/Textures/colormap.png
glb,glb/environment/trees/tree-crooked.glb,glb,19252,glb/environment/trees/tree-crooked.glb
glb,glb/environment/trees/tree-high-crooked.glb,glb,21744,glb/environment/trees/tree-high-crooked.glb
glb,glb/environment/trees/tree-high-round.glb,glb,13176,glb/environment/trees/tree-high-round.glb
glb,glb/environment/trees/tree-high.glb,glb,20700,glb/environment/trees/tree-high.glb
glb,glb/environment/trees/tree.glb,glb,18188,glb/environment/trees/tree.glb
glb,glb/equipment/items/barbarian_texture.png,png,14424,glb/equipment/items/barbarian_texture.png
glb,glb/equipment/items/knight_texture.png,png,12914,glb/equipment/items/knight_texture.png
glb,glb/equipment/items/mage_texture.png,png,14740,glb/equipment/items/mage_texture.png
glb,glb/equipment/items/mug_empty.bin,bin,14644,glb/equipment/items/mug_empty.bin
glb,glb/equipment/items/mug_empty.gltf,gltf,3075,glb/equipment/items/mug_empty.gltf
glb,glb/equipment/items/mug_full.bin,bin,15772,glb/equipment/items/mug_full.bin
glb,glb/equipment/items/mug_full.gltf,gltf,3072,glb/equipment/items/mug_full.gltf
glb,glb/equipment/items/ranger_texture.png,png,13248,glb/equipment/items/ranger_texture.png
glb,glb/equipment/items/rogue_texture.png,png,15026,glb/equipment/items/rogue_texture.png
glb,glb/equipment/magic/barbarian_texture.png,png,14424,glb/equipment/magic/barbarian_texture.png
glb,glb/equipment/magic/knight_texture.png,png,12914,glb/equipment/magic/knight_texture.png
glb,glb/equipment/magic/mage_texture.png,png,14740,glb/equipment/magic/mage_texture.png
glb,glb/equipment/magic/ranger_texture.png,png,13248,glb/equipment/magic/ranger_texture.png
glb,glb/equipment/magic/rogue_texture.png,png,15026,glb/equipment/magic/rogue_texture.png
glb,glb/equipment/magic/smokebomb.bin,bin,11460,glb/equipment/magic/smokebomb.bin
glb,glb/equipment/magic/smokebomb.gltf,gltf,3062,glb/equipment/magic/smokebomb.gltf
glb,glb/equipment/magic/spellbook_closed.bin,bin,14520,glb/equipment/magic/spellbook_closed.bin
glb,glb/equipment/magic/spellbook_closed.gltf,gltf,3081,glb/equipment/magic/spellbook_closed.gltf
glb,glb/equipment/magic/spellbook_open.bin,bin,15128,glb/equipment/magic/spellbook_open.bin
glb,glb/equipment/magic/spellbook_open.gltf,gltf,3072,glb/equipment/magic/spellbook_open.gltf
glb,glb/equipment/magic/staff.bin,bin,18576,glb/equipment/magic/staff.bin
glb,glb/equipment/magic/staff.gltf,gltf,3046,glb/equipment/magic/staff.gltf
glb,glb/equipment/magic/wand.bin,bin,5956,glb/equipment/magic/wand.bin
glb,glb/equipment/magic/wand.gltf,gltf,3042,glb/equipment/magic/wand.gltf
